round,agent_id,parent_id,birth_round,expected,submitted,correct,output_tokens,profit,balance_after
1,1,,0,1542510194,1542443234,False,217,-117.0,883.0
1,2,,0,1542510194,1542510194,True,512,-412.0,588.0
1,3,,0,1542510194,1542460634,False,319,-219.0,781.0
1,4,,0,1542510194,1542453194,False,299,-199.0,801.0
1,5,,0,1542510194,1542373394,False,228,-128.0,872.0
1,6,,0,1542510194,1542510194,True,459,-359.0,641.0
1,7,,0,1542510194,1542429194,False,275,-175.0,825.0
1,8,,0,1542510194,1542572594,False,305,-205.0,795.0
1,9,,0,1542510194,1542541394,False,217,-117.0,883.0
1,10,,0,1542510194,1542497594,False,205,-105.0,895.0
1,11,,0,1542510194,1542510194,True,490,-390.0,610.0
1,12,,0,1542510194,1538068066,False,227,-127.0,873.0
1,13,,0,1542510194,1542510194,True,528,-428.0,572.0
1,14,,0,1542510194,1543034234,False,217,-117.0,883.0
1,15,,0,1542510194,1542510194,True,341,-241.0,759.0
1,16,,0,1542510194,1542573394,False,217,-117.0,883.0
1,17,,0,1542510194,1542540194,False,215,-115.0,885.0
1,18,,0,1542510194,1542427994,False,217,-117.0,883.0
1,19,,0,1542510194,1542443234,False,217,-117.0,883.0
1,20,,0,1542510194,1542545834,False,217,-117.0,883.0
2,1,,0,-3047329335,-3049748385,False,306,-206.0,677.0
2,2,,0,-3047329335,-3047329335,True,332,-232.0,356.0
2,3,,0,-3047329335,-3047329335,True,456,-356.0,425.0
2,4,,0,-3047329335,-3053317215,False,187,-87.0,714.0
2,5,,0,-3047329335,-3047330335,False,372,-272.0,600.0
2,6,,0,-3047329335,-3047329335,True,491,-391.0,250.0
2,7,,0,-3047329335,-3048381585,False,315,-215.0,610.0
2,8,,0,-3047329335,-3047329335,True,464,-364.0,431.0
2,9,,0,-3047329335,-3846564171,False,196,-96.0,787.0
2,10,,0,-3047329335,-3049085385,False,211,-111.0,784.0
2,11,,0,-3047329335,-3045546711,False,200,-100.0,510.0
2,12,,0,-3047329335,-3047329335,True,491,-391.0,482.0
2,13,,0,-3047329335,-3047620785,False,301,-201.0,371.0
2,14,,0,-3047329335,-3047329335,True,437,-337.0,546.0
2,15,,0,-3047329335,-3047329335,True,399,-299.0,460.0
2,16,,0,-3047329335,-3946111485,False,360,-260.0,623.0
2,17,,0,-3047329335,-3047329335,True,528,-428.0,457.0
2,18,,0,-3047329335,-3048129585,False,303,-203.0,680.0
2,19,,0,-3047329335,-3049648785,False,308,-208.0,675.0
2,20,,0,-3047329335,-3047329335,True,415,-315.0,568.0
3,1,,0,4864272442,4865663042,False,220,-120.0,557.0
3,2,,0,4864272442,4865854042,False,198,-98.0,258.0
3,3,,0,4864272442,4864272442,True,389,-289.0,136.0
3,4,,0,4864272442,4865984842,False,291,-191.0,523.0
3,5,,0,4864272442,4869506282,False,322,-222.0,378.0
3,6,,0,4864272442,4864272442,True,453,-353.0,-103.0
3,7,,0,4864272442,4865681642,False,290,-190.0,420.0
3,8,,0,4864272442,4865569642,False,291,-191.0,240.0
3,9,,0,4864272442,4864272442,True,324,-224.0,563.0
3,10,,0,4864272442,4864593642,False,215,-115.0,669.0
3,11,,0,4864272442,4864272442,True,310,-210.0,300.0
3,12,,0,4864272442,4864272442,True,296,-196.0,286.0
3,13,,0,4864272442,4864593242,False,218,-118.0,253.0
3,14,,0,4864272442,4864272442,True,490,-390.0,156.0
3,15,,0,4864272442,4865443042,False,211,-111.0,349.0
3,16,,0,4864272442,4864272442,True,529,-429.0,194.0
3,17,,0,4864272442,4864272442,True,470,-370.0,87.0
3,18,,0,4864272442,4865971442,False,220,-120.0,560.0
3,19,,0,4864272442,4865971042,False,220,-120.0,555.0
3,20,,0,4864272442,4864272442,True,384,-284.0,284.0
4,1,,0,-3062166279,-3057831324,False,230,-130.0,427.0
4,2,,0,-3062166279,-3062166279,True,379,-279.0,-21.0
4,3,,0,-3062166279,-3062166279,True,376,-276.0,-140.0
4,4,,0,-3062166279,-3061956399,False,284,-184.0,339.0
4,5,,0,-3062166279,-3062010279,False,257,-157.0,221.0
4,7,,0,-3062166279,-3062332479,False,197,-97.0,323.0
4,8,,0,-3062166279,-3062166279,True,395,-295.0,-55.0
4,9,,0,-3062166279,-3062328579,False,223,-123.0,440.0
4,10,,0,-3062166279,-3062500779,False,253,-153.0,516.0
4,11,,0,-3062166279,-3062733879,False,338,-238.0,62.0
4,12,,0,-3062166279,-3062166279,True,429,-329.0,-43.0
4,13,,0,-3062166279,-3062304279,False,349,-249.0,4.0
4,14,,0,-3062166279,-3062166279,True,367,-267.0,-111.0
4,15,,0,-3062166279,-3062166279,True,384,-284.0,65.0
4,16,,0,-3062166279,-3056251524,False,169,-69.0,125.0
4,17,,0,-3062166279,-3062166279,True,367,-267.0,-180.0
4,18,,0,-3062166279,-3062166279,True,438,-338.0,222.0
4,19,,0,-3062166279,-3062166279,True,378,-278.0,277.0
4,20,,0,-3062166279,-3062166279,True,343,-243.0,41.0
4,21,1,3,-3062166279,-3062166279,True,435,-335.0,665.0
5,1,,0,-2149759748,-2145965284,False,228,-128.0,299.0
5,4,,0,-2149759748,-2148373348,False,276,-176.0,163.0
5,5,,0,-2149759748,-2149244948,False,263,-163.0,58.0
5,7,,0,-2149759748,-2149759748,True,501,-401.0,-78.0
5,9,,0,-2149759748,-2149759748,True,523,-423.0,17.0
5,10,,0,-2149759748,-2149759748,True,462,-362.0,154.0
5,11,,0,-2149759748,-2149759748,True,504,-404.0,-342.0
5,13,,0,-2149759748,-2149395548,False,295,-195.0,-191.0
5,15,,0,-2149759748,-2149701548,False,243,-143.0,-78.0
5,16,,0,-2149759748,-2149759748,True,548,-448.0,-323.0
5,18,,0,-2149759748,-2149759748,True,560,-460.0,-238.0
