round,agent_id,parent_id,birth_round,expected,submitted,correct,output_tokens,profit,balance_after
1,1,,0,3267187334,3267187334,True,274,100.0,1100.0
1,2,,0,3267187334,3267187334,True,483,100.0,1100.0
1,3,,0,3267187334,3263618594,False,255,-400.0,600.0
1,4,,0,3267187334,3267057734,False,305,-400.0,600.0
1,5,,0,3267187334,3267134534,False,352,-400.0,600.0
1,6,,0,3267187334,3267067334,False,217,-400.0,600.0
1,7,,0,3267187334,3274198494,False,330,-400.0,600.0
1,8,,0,3267187334,3267187334,True,340,100.0,1100.0
1,9,,0,3267187334,3263619350,False,248,-400.0,600.0
1,10,,0,3267187334,3267204134,False,224,-400.0,600.0
1,11,,0,3267187334,3267144134,False,237,-400.0,600.0
1,12,,0,3267187334,3266626034,False,391,-400.0,600.0
1,13,,0,3267187334,3267187334,True,290,100.0,1100.0
1,14,,0,3267187334,3267187334,True,288,100.0,1100.0
1,15,,0,3267187334,3267230534,False,354,-400.0,600.0
1,16,,0,3267187334,3267190934,False,278,-400.0,600.0
1,17,,0,3267187334,3267108134,False,340,-400.0,600.0
1,18,,0,3267187334,3267187334,True,374,100.0,1100.0
1,19,,0,3267187334,3267304134,False,315,-400.0,600.0
1,20,,0,3267187334,3267136934,False,213,-400.0,600.0
2,1,,0,2536868358,2536868358,True,452,100.0,1200.0
2,2,,0,2536868358,2546057694,False,201,-400.0,700.0
2,3,,0,2536868358,2536782558,False,305,-400.0,200.0
2,4,,0,2536868358,2537043558,False,231,-400.0,200.0
2,5,,0,2536868358,2536868358,True,400,100.0,700.0
2,6,,0,2536868358,2545360494,False,345,-400.0,200.0
2,7,,0,2536868358,2536785858,False,223,-400.0,200.0
2,8,,0,2536868358,2536868358,True,339,100.0,1200.0
2,9,,0,2536868358,2536868358,True,346,100.0,700.0
2,10,,0,2536868358,2536868358,True,358,100.0,700.0
2,11,,0,2536868358,2536811058,False,232,-400.0,200.0
2,12,,0,2536868358,2536868358,True,343,100.0,700.0
2,13,,0,2536868358,2536868358,True,482,100.0,1200.0
2,14,,0,2536868358,2536868358,True,482,100.0,1200.0
2,15,,0,2536868358,2536785858,False,284,-400.0,200.0
2,16,,0,2536868358,2536812258,False,231,-400.0,200.0
2,17,,0,2536868358,2536868358,True,371,100.0,700.0
2,18,,0,2536868358,2536868358,True,345,100.0,1200.0
2,19,,0,2536868358,2536928358,False,316,-400.0,200.0
2,20,,0,2536868358,2536868358,True,321,100.0,700.0
3,1,,0,785373825,785373825,True,370,100.0,1300.0
3,2,,0,785373825,785373825,True,364,100.0,800.0
3,3,,0,785373825,783354225,False,304,-400.0,-200.0
3,4,,0,785373825,785409225,False,278,-400.0,-200.0
3,5,,0,785373825,784708625,False,303,-400.0,300.0
3,6,,0,785373825,785373825,True,430,100.0,300.0
3,7,,0,785373825,785373825,True,363,100.0,300.0
3,8,,0,785373825,785373825,True,432,100.0,1300.0
3,9,,0,785373825,785373825,True,348,100.0,800.0
3,10,,0,785373825,785373825,True,448,100.0,800.0
3,11,,0,785373825,793739340,False,121,-400.0,-200.0
3,12,,0,785373825,783900225,False,211,-400.0,300.0
3,13,,0,785373825,785373825,True,434,100.0,1300.0
3,14,,0,785373825,785373825,True,433,100.0,1300.0
3,15,,0,785373825,783812025,False,308,-400.0,-200.0
3,16,,0,785373825,783488625,False,217,-400.0,-200.0
3,17,,0,785373825,785373825,True,370,100.0,800.0
3,18,,0,785373825,785373825,True,441,100.0,1300.0
3,19,,0,785373825,785373825,True,433,100.0,300.0
3,20,,0,785373825,783387025,False,291,-400.0,300.0
4,1,,0,822360744,822360744,True,366,100.0,1400.0
4,2,,0,822360744,822360744,True,299,100.0,900.0
4,5,,0,822360744,822360744,True,684,100.0,400.0
4,6,,0,822360744,823698144,False,216,-400.0,-100.0
4,7,,0,822360744,822360744,True,284,100.0,400.0
4,8,,0,822360744,822360744,True,498,100.0,1400.0
4,9,,0,822360744,822360744,True,236,100.0,900.0
4,10,,0,822360744,822300744,False,217,-400.0,400.0
4,12,,0,822360744,822415344,False,211,-400.0,-100.0
4,13,,0,822360744,822360744,True,293,100.0,1400.0
4,14,,0,822360744,822360744,True,293,100.0,1400.0
4,17,,0,822360744,822855690,False,541,-400.0,400.0
4,18,,0,822360744,822360744,True,513,100.0,1400.0
4,19,,0,822360744,822700344,False,227,-400.0,-100.0
4,20,,0,822360744,822297144,False,208,-400.0,-100.0
4,21,18,3,822360744,822360744,True,472,100.0,1100.0
4,22,13,3,822360744,822360744,True,307,100.0,1100.0
4,23,18,3,822360744,822227526,False,183,-400.0,600.0
4,24,8,3,822360744,822360744,True,407,100.0,1100.0
4,25,18,3,822360744,822360744,True,454,100.0,1100.0
5,1,,0,-1376164086,-1376164086,True,400,100.0,1500.0
5,2,,0,-1376164086,-1376288286,False,223,-400.0,500.0
5,5,,0,-1376164086,-1376164086,True,288,100.0,500.0
5,7,,0,-1376164086,-1376164086,True,294,100.0,500.0
5,8,,0,-1376164086,-1376164086,True,305,100.0,1500.0
5,9,,0,-1376164086,-1378597386,False,126,-400.0,500.0
5,10,,0,-1376164086,-1376164086,True,291,100.0,500.0
5,13,,0,-1376164086,-1376164086,True,298,100.0,1500.0
5,14,,0,-1376164086,-1376164086,True,300,100.0,1500.0
5,17,,0,-1376164086,-1376164086,True,411,100.0,500.0
5,18,,0,-1376164086,-1376164086,True,379,100.0,1500.0
5,21,18,3,-1376164086,-1376156514,False,179,-400.0,700.0
5,22,13,3,-1376164086,-1376164086,True,356,100.0,1200.0
5,23,18,3,-1376164086,-1377056514,False,187,-400.0,200.0
5,24,8,3,-1376164086,-1376164086,True,291,100.0,1200.0
5,25,18,3,-1376164086,-1377088286,False,208,-400.0,700.0
5,26,8,4,-1376164086,-1376164086,True,412,100.0,1100.0
5,27,14,4,-1376164086,-1376164086,True,334,100.0,1100.0
5,28,18,4,-1376164086,-1376164086,True,416,100.0,1100.0
5,29,8,4,-1376164086,-1376164086,True,288,100.0,1100.0
6,1,,0,1438970509,1438970509,True,338,100.0,1600.0
6,2,,0,1438970509,1438970509,True,591,100.0,600.0
6,5,,0,1438970509,1438742709,False,307,-400.0,100.0
6,7,,0,1438970509,1439450909,False,224,-400.0,100.0
6,8,,0,1438970509,1439455909,False,222,-400.0,1100.0
6,9,,0,1438970509,1439451509,False,202,-400.0,100.0
6,10,,0,1438970509,1438736709,False,229,-400.0,100.0
6,13,,0,1438970509,1438970509,True,559,100.0,1600.0
6,14,,0,1438970509,1438970509,True,483,100.0,1600.0
6,17,,0,1438970509,1438970509,True,375,100.0,600.0
6,18,,0,1438970509,1438970509,True,334,100.0,1600.0
6,21,18,3,1438970509,1441378704,False,227,-400.0,300.0
6,22,13,3,1438970509,1438970509,True,609,100.0,1300.0
6,23,18,3,1438970509,1438970509,True,349,100.0,300.0
6,24,8,3,1438970509,1438970509,True,530,100.0,1300.0
6,25,18,3,1438970509,1439086309,False,229,-400.0,300.0
6,26,8,4,1438970509,1439535009,False,411,-400.0,700.0
6,27,14,4,1438970509,1438970509,True,676,100.0,1200.0
6,28,18,4,1438970509,1438970509,True,645,100.0,1200.0
6,29,8,4,1438970509,1438970509,True,281,100.0,1200.0
7,1,,0,-1870270721,-1870270721,True,747,100.0,1700.0
7,2,,0,-1870270721,"-2,\!227,\!005,\!501",False,357,-400.0,200.0
7,5,,0,-1870270721,-1870571521,False,348,-400.0,-300.0
7,7,,0,-1870270721,-1870270721,True,361,100.0,200.0
7,8,,0,-1870270721,-1870270721,True,463,100.0,1200.0
7,9,,0,-1870270721,-2832774311,False,225,-400.0,-300.0
7,10,,0,-1870270721,-1870194221,False,221,-400.0,-300.0
7,13,,0,-1870270721,-1870280321,False,357,-400.0,1200.0
7,14,,0,-1870270721,-1870270721,True,471,100.0,1700.0
7,17,,0,-1870270721,-1870548121,False,316,-400.0,200.0
7,18,,0,-1870270721,-1870270721,True,464,100.0,1700.0
7,21,18,3,-1870270721,-2831927711,False,266,-400.0,-100.0
7,22,13,3,-1870270721,-1870270721,True,481,100.0,1400.0
7,23,18,3,-1870270721,-1869968921,False,303,-400.0,-100.0
7,24,8,3,-1870270721,-2832127861,False,413,-400.0,900.0
7,25,18,3,-1870270721,-1870477721,False,344,-400.0,-100.0
7,26,8,4,-1870270721,-1869786521,False,357,-400.0,300.0
7,27,14,4,-1870270721,-1870270721,True,621,100.0,1300.0
7,28,18,4,-1870270721,-2174448311,False,196,-400.0,800.0
7,29,8,4,-1870270721,-1870270721,True,340,100.0,1300.0
8,1,,0,-1837464779,-1871010311,False,247,-400.0,1300.0
8,2,,0,-1837464779,-1836115379,False,226,-400.0,-200.0
8,7,,0,-1837464779,-1837464779,True,495,100.0,300.0
8,8,,0,-1837464779,-1837397979,False,386,-400.0,800.0
8,13,,0,-1837464779,-1836933279,False,224,-400.0,800.0
8,14,,0,-1837464779,-1837464779,True,705,100.0,1800.0
8,17,,0,-1837464779,-1837464779,True,438,100.0,300.0
8,18,,0,-1837464779,-1836572779,False,303,-400.0,1300.0
8,22,13,3,-1837464779,-1845802279,False,435,-400.0,1000.0
8,24,8,3,-1837464779,-1836905879,False,356,-400.0,500.0
8,26,8,4,-1837464779,-1836856379,False,357,-400.0,-100.0
8,27,14,4,-1837464779,-1837464779,True,826,100.0,1400.0
8,28,18,4,-1837464779,-1871717261,False,242,-400.0,400.0
8,29,8,4,-1837464779,-1837464779,True,432,100.0,1400.0
8,30,22,7,-1837464779,-1837464779,True,749,100.0,1100.0
8,31,14,7,-1837464779,-1837464779,True,549,100.0,1100.0
8,32,1,7,-1837464779,-1836900779,False,303,-400.0,600.0
8,33,18,7,-1837464779,-1837066679,False,337,-400.0,600.0
8,34,14,7,-1837464779,-1837464779,True,608,100.0,1100.0
8,35,22,7,-1837464779,-1837464779,True,630,100.0,1100.0
9,1,,0,1176438339,1176438339,True,300,100.0,1400.0
9,7,,0,1176438339,1177289139,False,304,-400.0,-100.0
9,8,,0,1176438339,1176438339,True,398,100.0,900.0
9,13,,0,1176438339,1176438339,True,313,100.0,900.0
9,14,,0,1176438339,1176438339,True,310,100.0,1900.0
9,17,,0,1176438339,1176438339,True,337,100.0,400.0
9,18,,0,1176438339,1176438339,True,304,100.0,1400.0
9,22,13,3,1176438339,1176438339,True,332,100.0,1100.0
9,24,8,3,1176438339,1176438339,True,404,100.0,600.0
9,27,14,4,1176438339,1176438339,True,290,100.0,1500.0
9,28,18,4,1176438339,1176438339,True,405,100.0,500.0
9,29,8,4,1176438339,1176438339,True,294,100.0,1500.0
9,30,22,7,1176438339,1176438339,True,480,100.0,1200.0
9,31,14,7,1176438339,1176438339,True,359,100.0,1200.0
9,32,1,7,1176438339,1176438339,True,324,100.0,700.0
9,33,18,7,1176438339,1176502539,False,218,-400.0,200.0
9,34,14,7,1176438339,1176438339,True,337,100.0,1200.0
9,35,22,7,1176438339,1176438339,True,449,100.0,1200.0
9,36,14,8,1176438339,1176438339,True,375,100.0,1100.0
9,37,30,8,1176438339,1176438339,True,488,100.0,1100.0
10,1,,0,648671224,630413640,False,211,-400.0,1000.0
10,8,,0,648671224,621040,False,379,-400.0,500.0
10,13,,0,648671224,648671224,True,364,100.0,1000.0
10,14,,0,648671224,648671224,True,364,100.0,2000.0
10,17,,0,648671224,627053240,False,327,-400.0,0.0
10,18,,0,648671224,626296840,False,177,-400.0,1000.0
10,22,13,3,648671224,648671224,True,409,100.0,1200.0
10,24,8,3,648671224,648671224,True,371,100.0,700.0
10,27,14,4,648671224,648671224,True,424,100.0,1600.0
10,28,18,4,648671224,646083624,False,418,-400.0,100.0
10,29,8,4,648671224,648033224,False,306,-400.0,1100.0
10,30,22,7,648671224,648671224,True,518,100.0,1300.0
10,31,14,7,648671224,648671224,True,510,100.0,1300.0
10,32,1,7,648671224,648721624,False,223,-400.0,300.0
10,33,18,7,648671224,647933624,False,304,-400.0,-200.0
10,34,14,7,648671224,648671224,True,399,100.0,1300.0
10,35,22,7,648671224,648671224,True,412,100.0,1300.0
10,36,14,8,648671224,648671224,True,424,100.0,1200.0
10,37,30,8,648671224,648671224,True,406,100.0,1200.0
10,38,14,9,648671224,648671224,True,401,100.0,1100.0
11,1,,0,-168151651,-168151651,True,363,100.0,1100.0
11,8,,0,-168151651,-168151651,True,317,100.0,600.0
11,13,,0,-168151651,-168151651,True,439,100.0,1100.0
11,14,,0,-168151651,-168151651,True,439,100.0,2100.0
11,17,,0,-168151651,-168151651,True,600,100.0,100.0
11,18,,0,-168151651,-168155651,False,284,-400.0,600.0
11,22,13,3,-168151651,-168151651,True,352,100.0,1300.0
11,24,8,3,-168151651,-168151651,True,275,100.0,800.0
11,27,14,4,-168151651,-168151651,True,443,100.0,1700.0
11,28,18,4,-168151651,-167992551,False,320,-400.0,-300.0
11,29,8,4,-168151651,-168155651,False,270,-400.0,700.0
11,30,22,7,-168151651,-168151651,True,540,100.0,1400.0
11,31,14,7,-168151651,-168155651,False,314,-400.0,900.0
11,32,1,7,-168151651,-168151651,True,295,100.0,400.0
11,34,14,7,-168151651,-168151651,True,427,100.0,1400.0
11,35,22,7,-168151651,-168151651,True,349,100.0,1400.0
11,36,14,8,-168151651,-168151651,True,457,100.0,1300.0
11,37,30,8,-168151651,-168151651,True,540,100.0,1300.0
11,38,14,9,-168151651,-168151651,True,681,100.0,1200.0
11,39,34,10,-168151651,-168151651,True,421,100.0,1100.0
12,1,,0,-7588463854,-7590947254,False,208,-400.0,700.0
12,8,,0,-7588463854,-7591230254,False,310,-400.0,200.0
12,13,,0,-7588463854,-7588463854,True,441,100.0,1200.0
12,14,,0,-7588463854,-7588463854,True,441,100.0,2200.0
12,17,,0,-7588463854,-7590910954,False,221,-400.0,-300.0
12,18,,0,-7588463854,-7590710254,False,309,-400.0,200.0
12,22,13,3,-7588463854,-7588463854,True,406,100.0,1400.0
12,24,8,3,-7588463854,-7590184654,False,347,-400.0,400.0
12,27,14,4,-7588463854,-7588463854,True,408,100.0,1800.0
12,29,8,4,-7588463854,-7588463854,True,357,100.0,800.0
12,30,22,7,-7588463854,-7588463854,True,536,100.0,1500.0
12,31,14,7,-7588463854,-7588463854,True,523,100.0,1000.0
12,32,1,7,-7588463854,-7588476254,False,165,-400.0,0.0
12,34,14,7,-7588463854,-7588463854,True,408,100.0,1500.0
12,35,22,7,-7588463854,-7588463854,True,524,100.0,1500.0
12,36,14,8,-7588463854,-7588463854,True,556,100.0,1400.0
12,37,30,8,-7588463854,-7588463854,True,535,100.0,1400.0
12,38,14,9,-7588463854,-7588463854,True,406,100.0,1300.0
12,39,34,10,-7588463854,-7588463854,True,471,100.0,1200.0
12,40,14,11,-7588463854,-7588463854,True,363,100.0,1100.0
13,1,,0,-3092918718,-3092918718,True,341,100.0,800.0
13,8,,0,-3092918718,-3092918718,True,322,100.0,300.0
13,13,,0,-3092918718,-3092918718,True,366,100.0,1300.0
13,14,,0,-3092918718,-3092918718,True,388,100.0,2300.0
13,18,,0,-3092918718,-3092918718,True,327,100.0,300.0
13,22,13,3,-3092918718,-3092918718,True,382,100.0,1500.0
13,24,8,3,-3092918718,-3092918718,True,499,100.0,500.0
13,27,14,4,-3092918718,-3092918718,True,389,100.0,1900.0
13,29,8,4,-3092918718,-3092918718,True,318,100.0,900.0
13,30,22,7,-3092918718,-3092918718,True,419,100.0,1600.0
13,31,14,7,-3092918718,-3092918718,True,433,100.0,1100.0
13,32,1,7,-3092918718,-3092918718,True,318,100.0,100.0
13,34,14,7,-3092918718,-3092918718,True,384,100.0,1600.0
13,35,22,7,-3092918718,-3092918718,True,383,100.0,1600.0
13,36,14,8,-3092918718,-3092918718,True,375,100.0,1500.0
13,37,30,8,-3092918718,-3092918718,True,514,100.0,1500.0
13,38,14,9,-3092918718,-3092918718,True,384,100.0,1400.0
13,39,34,10,-3092918718,-3092918718,True,525,100.0,1300.0
13,40,14,11,-3092918718,-3092918718,True,367,100.0,1200.0
13,41,34,12,-3092918718,-3092918718,True,553,100.0,1100.0
14,1,,0,1568908660,1568908660,True,372,100.0,900.0
14,8,,0,1568908660,1568745860,False,217,-400.0,-100.0
14,13,,0,1568908660,1568908660,True,375,100.0,1400.0
14,14,,0,1568908660,1568908660,True,375,100.0,2400.0
14,18,,0,1568908660,1568744860,False,299,-400.0,-100.0
14,22,13,3,1568908660,1568908660,True,400,100.0,1600.0
14,24,8,3,1568908660,1568744860,False,315,-400.0,100.0
14,27,14,4,1568908660,1568908660,True,381,100.0,2000.0
14,29,8,4,1568908660,1568908660,True,371,100.0,1000.0
14,30,22,7,1568908660,1568908660,True,380,100.0,1700.0
14,31,14,7,1568908660,1568908660,True,377,100.0,1200.0
14,32,1,7,1568908660,1576310425,False,232,-400.0,-300.0
14,34,14,7,1568908660,1568908660,True,388,100.0,1700.0
14,35,22,7,1568908660,1568908660,True,391,100.0,1700.0
14,36,14,8,1568908660,1568908660,True,364,100.0,1600.0
14,37,30,8,1568908660,1568908660,True,621,100.0,1600.0
14,38,14,9,1568908660,1568908660,True,343,100.0,1500.0
14,39,34,10,1568908660,1568908660,True,356,100.0,1400.0
14,40,14,11,1568908660,1568908660,True,481,100.0,1300.0
14,41,34,12,1568908660,1568908660,True,388,100.0,1200.0
15,1,,0,2112311481,2112311481,True,335,100.0,1000.0
15,13,,0,2112311481,2112311481,True,408,100.0,1500.0
15,14,,0,2112311481,2112311481,True,451,100.0,2500.0
15,22,13,3,2112311481,2112311481,True,630,100.0,1700.0
15,24,8,3,2112311481,2112311481,True,374,100.0,200.0
15,27,14,4,2112311481,2112311481,True,571,100.0,2100.0
15,29,8,4,2112311481,2112311481,True,409,100.0,1100.0
15,30,22,7,2112311481,2112311481,True,665,100.0,1800.0
15,31,14,7,2112311481,2112311481,True,614,100.0,1300.0
15,34,14,7,2112311481,2112311481,True,524,100.0,1800.0
15,35,22,7,2112311481,2112311481,True,617,100.0,1800.0
15,36,14,8,2112311481,2112311481,True,614,100.0,1700.0
15,37,30,8,2112311481,2112311481,True,807,100.0,1700.0
15,38,14,9,2112311481,2112311481,True,540,100.0,1600.0
15,39,34,10,2112311481,2112311481,True,462,100.0,1500.0
15,40,14,11,2112311481,2112311481,True,609,100.0,1400.0
15,41,34,12,2112311481,2112311481,True,626,100.0,1300.0
15,42,30,14,2112311481,2112311481,True,598,100.0,1100.0
15,43,30,14,2112311481,2112311481,True,660,100.0,1100.0
15,44,14,14,2112311481,2112311481,True,449,100.0,1100.0
16,1,,0,5126634200,5126634200,True,408,100.0,1100.0
16,13,,0,5126634200,5126634200,True,399,100.0,1600.0
16,14,,0,5126634200,5126634200,True,378,100.0,2600.0
16,22,13,3,5126634200,5126634200,True,374,100.0,1800.0
16,24,8,3,5126634200,5126634200,True,309,100.0,300.0
16,27,14,4,5126634200,5126534200,False,446,-400.0,1700.0
16,29,8,4,5126634200,5126634200,True,293,100.0,1200.0
16,30,22,7,5126634200,5126634200,True,580,100.0,1900.0
16,31,14,7,5126634200,5126634200,True,472,100.0,1400.0
16,34,14,7,5126634200,5126634200,True,388,100.0,1900.0
16,35,22,7,5126634200,5126634200,True,386,100.0,1900.0
16,36,14,8,5126634200,5126634200,True,402,100.0,1800.0
16,37,30,8,5126634200,5126634200,True,693,100.0,1800.0
16,38,14,9,5126634200,5126634200,True,327,100.0,1700.0
16,39,34,10,5126634200,5126634200,True,378,100.0,1600.0
16,40,14,11,5126634200,5126634200,True,434,100.0,1500.0
16,41,34,12,5126634200,5127634200,False,522,-400.0,900.0
16,42,30,14,5126634200,5127634200,False,559,-400.0,700.0
16,43,30,14,5126634200,5126634200,True,577,100.0,1200.0
16,44,14,14,5126634200,5126634200,True,390,100.0,1200.0
17,1,,0,2177184686,2177184686,True,441,100.0,1200.0
17,13,,0,2177184686,2177184686,True,363,100.0,1700.0
17,14,,0,2177184686,2176203686,False,221,-400.0,2200.0
17,22,13,3,2177184686,2177184686,True,549,100.0,1900.0
17,24,8,3,2177184686,2176423486,False,310,-400.0,-100.0
17,27,14,4,2177184686,2177184686,True,334,100.0,1800.0
17,29,8,4,2177184686,2177184686,True,279,100.0,1300.0
17,30,22,7,2177184686,2177184686,True,374,100.0,2000.0
17,31,14,7,2177184686,2177184686,True,546,100.0,1500.0
17,34,14,7,2177184686,2177184686,True,516,100.0,2000.0
17,35,22,7,2177184686,2177184686,True,526,100.0,2000.0
17,36,14,8,2177184686,2177184686,True,500,100.0,1900.0
17,37,30,8,2177184686,2177184686,True,748,100.0,1900.0
17,38,14,9,2177184686,2177184686,True,396,100.0,1800.0
17,39,34,10,2177184686,2177184686,True,524,100.0,1700.0
17,40,14,11,2177184686,2177184686,True,660,100.0,1600.0
17,41,34,12,2177184686,2177184686,True,557,100.0,1000.0
17,42,30,14,2177184686,2177184686,True,826,100.0,800.0
17,43,30,14,2177184686,2177184686,True,710,100.0,1300.0
17,44,14,14,2177184686,2177184686,True,547,100.0,1300.0
18,1,,0,2803262378,2803262378,True,399,100.0,1300.0
18,13,,0,2803262378,2803262378,True,348,100.0,1800.0
18,14,,0,2803262378,2803262378,True,348,100.0,2300.0
18,22,13,3,2803262378,2803262378,True,402,100.0,2000.0
18,27,14,4,2803262378,2803262378,True,475,100.0,1900.0
18,29,8,4,2803262378,2803105178,False,360,-400.0,900.0
18,30,22,7,2803262378,2803262378,True,490,100.0,2100.0
18,31,14,7,2803262378,2803262378,True,584,100.0,1600.0
18,34,14,7,2803262378,2803262378,True,424,100.0,2100.0
