round,agent_id,parent_id,birth_round,expected,submitted,correct,output_tokens,profit,balance_after
1,1,,0,-1455949995,-1455949995,True,620,-520.0,480.0
1,2,,0,-1455949995,-1454370195,False,316,-216.0,784.0
1,3,,0,-1455949995,-1455949995,True,394,-294.0,706.0
1,4,,0,-1455949995,-1455949995,True,452,-352.0,648.0
1,5,,0,-1455949995,-1454900595,False,316,-216.0,784.0
1,6,,0,-1455949995,-1456890195,False,232,-132.0,868.0
1,7,,0,-1455949995,-1455779595,False,320,-220.0,780.0
1,8,,0,-1455949995,-1456584795,False,341,-241.0,759.0
1,9,,0,-1455949995,-1455949995,True,454,-354.0,646.0
1,10,,0,-1455949995,-1455949995,True,481,-381.0,619.0
1,11,,0,-1455949995,-1455994995,False,283,-183.0,817.0
1,12,,0,-1455949995,-1455949995,True,592,-492.0,508.0
1,13,,0,-1455949995,-1455141195,False,309,-209.0,791.0
1,14,,0,-1455949995,-1455335595,False,317,-217.0,783.0
1,15,,0,-1455949995,-1455949995,True,483,-383.0,617.0
1,16,,0,-1455949995,-1455949995,True,461,-361.0,639.0
1,17,,0,-1455949995,-1454990115,False,126,-26.0,974.0
1,18,,0,-1455949995,-1455949995,True,477,-377.0,623.0
1,19,,0,-1455949995,-145668315,False,187,-87.0,913.0
1,20,,0,-1455949995,-1455949995,True,464,-364.0,636.0
2,1,,0,-1932125417,-1932125417,True,307,-207.0,273.0
2,2,,0,-1932125417,-1932125417,True,357,-257.0,527.0
2,3,,0,-1932125417,-1932813017,False,224,-124.0,582.0
2,4,,0,-1932125417,-1932125417,True,447,-347.0,301.0
2,5,,0,-1932125417,-1933112017,False,322,-222.0,562.0
2,6,,0,-1932125417,-1932125417,True,307,-207.0,661.0
2,7,,0,-1932125417,-1932125417,True,378,-278.0,502.0
2,8,,0,-1932125417,-1933323761,False,206,-106.0,653.0
2,9,,0,-1932125417,-1932125417,True,307,-207.0,439.0
2,10,,0,-1932125417,-1932125417,True,420,-320.0,299.0
2,11,,0,-1932125417,-1932229217,False,224,-124.0,693.0
2,12,,0,-1932125417,-1932125417,True,329,-229.0,279.0
2,13,,0,-1932125417,-1932213017,False,224,-124.0,667.0
2,14,,0,-1932125417,-1933313217,False,386,-286.0,497.0
2,15,,0,-1932125417,-1932125417,True,363,-263.0,354.0
2,16,,0,-1932125417,-1932125417,True,329,-229.0,410.0
2,17,,0,-1932125417,-1932125417,True,300,-200.0,774.0
2,18,,0,-1932125417,-1932125417,True,483,-383.0,240.0
2,19,,0,-1932125417,-1933092417,False,347,-247.0,666.0
2,20,,0,-1932125417,-1932125417,True,307,-207.0,429.0
3,1,,0,837661748,837661748,True,516,-416.0,-143.0
3,2,,0,837661748,837023948,False,342,-242.0,285.0
3,3,,0,837661748,837661748,True,544,-444.0,138.0
3,4,,0,837661748,837661748,True,459,-359.0,-58.0
3,5,,0,837661748,837331348,False,223,-123.0,439.0
3,6,,0,837661748,837661748,True,323,-223.0,438.0
3,7,,0,837661748,837661748,True,764,-664.0,-162.0
3,8,,0,837661748,837661748,True,419,-319.0,334.0
3,9,,0,837661748,837661748,True,581,-481.0,-42.0
3,10,,0,837661748,836661748,False,458,-358.0,-59.0
3,11,,0,837661748,837364148,False,284,-184.0,509.0
3,12,,0,837661748,837661748,True,650,-550.0,-271.0
3,13,,0,837661748,837093752,False,295,-195.0,472.0
3,14,,0,837661748,837661748,True,697,-597.0,-100.0
3,15,,0,837661748,837661748,True,459,-359.0,-5.0
3,16,,0,837661748,837661748,True,458,-358.0,52.0
3,17,,0,837661748,837431144,False,197,-97.0,677.0
3,18,,0,837661748,837661748,True,353,-253.0,-13.0
3,19,,0,837661748,836661748,False,560,-460.0,206.0
3,20,,0,837661748,837661748,True,533,-433.0,-4.0
4,2,,0,1663048503,1663992903,False,344,-244.0,41.0
4,3,,0,1663048503,1664439303,False,332,-232.0,-94.0
4,5,,0,1663048503,"1,656,678,957",False,231,-131.0,308.0
4,6,,0,1663048503,1655331111,False,83,17.0,455.0
4,8,,0,1663048503,"1,656,113,805",False,199,-99.0,235.0
4,11,,0,1663048503,1664690703,False,273,-173.0,336.0
4,13,,0,1663048503,"1,653,366,969",False,286,-186.0,286.0
4,16,,0,1663048503,1663048503,True,455,-355.0,-303.0
4,17,,0,1663048503,1663048503,True,316,-216.0,461.0
4,19,,0,1663048503,1664109903,False,217,-117.0,89.0
4,21,13,3,1663048503,1663946103,False,208,-108.0,892.0
4,22,5,3,1663048503,1665554103,False,292,-192.0,808.0
4,23,11,3,1663048503,1664144703,False,237,-137.0,863.0
4,24,11,3,1663048503,1662968103,False,230,-130.0,870.0
4,25,5,3,1663048503,1664280303,False,232,-132.0,868.0
4,26,6,3,1663048503,"1,655,348,697",False,335,-235.0,765.0
4,27,11,3,1663048503,1663048503,True,322,-222.0,778.0
4,28,6,3,1663048503,1663048503,True,393,-293.0,707.0
4,29,11,3,1663048503,1656819411,False,83,17.0,1017.0
4,30,6,3,1663048503,1657874211,False,83,17.0,1017.0
5,2,,0,-1738591445,-1738391645,False,301,-201.0,-160.0
5,5,,0,-1738591445,-1738410645,False,264,-164.0,144.0
5,6,,0,-1738591445,-1738973045,False,264,-164.0,291.0
5,8,,0,-1738591445,-1738792445,False,358,-258.0,-23.0
5,11,,0,-1738591445,-1738592045,False,222,-122.0,214.0
