round,agent_id,parent_id,birth_round,expected,submitted,correct,output_tokens,profit,balance_after
1,1,,0,580544003,580524003,False,330,-400.0,600.0
1,2,,0,580544003,579733203,False,347,-400.0,600.0
1,3,,0,580544003,580522003,False,330,-400.0,600.0
1,4,,0,580544003,641377867,False,300,-400.0,600.0
1,5,,0,580544003,594531667,False,289,-400.0,600.0
1,6,,0,580544003,588413867,False,102,-400.0,600.0
1,7,,0,580544003,580534103,False,402,-400.0,600.0
1,8,,0,580544003,580023203,False,301,-400.0,600.0
1,9,,0,580544003,580178003,False,216,-400.0,600.0
1,10,,0,580544003,580504003,False,297,-400.0,600.0
1,11,,0,580544003,632343667,False,260,-400.0,600.0
1,12,,0,580544003,584531867,False,225,-400.0,600.0
1,13,,0,580544003,580504003,False,329,-400.0,600.0
1,14,,0,580544003,494446867,False,281,-400.0,600.0
1,15,,0,580544003,584882867,False,188,-400.0,600.0
1,16,,0,580544003,580504003,False,334,-400.0,600.0
1,17,,0,580544003,634705667,False,323,-400.0,600.0
1,18,,0,580544003,578understands let me recalculate,False,256,-400.0,600.0
1,19,,0,580544003,580005803,False,213,-400.0,600.0
1,20,,0,580544003,579952403,False,334,-400.0,600.0
2,1,,0,1797492442,1797492442,True,450,100.0,700.0
2,2,,0,1797492442,1797492442,True,418,100.0,700.0
2,3,,0,1797492442,1797577842,False,217,-400.0,200.0
2,4,,0,1797492442,1797544042,False,291,-400.0,200.0
2,5,,0,1797492442,1797492442,True,590,100.0,700.0
2,6,,0,1797492442,1736471554,False,217,-400.0,200.0
2,7,,0,1797492442,1797545542,False,273,-400.0,200.0
2,8,,0,1797492442,1796157315,False,170,-400.0,200.0
2,9,,0,1797492442,1797731042,False,287,-400.0,200.0
2,10,,0,1797492442,1797492442,True,340,100.0,700.0
2,11,,0,1797492442,1797543392,False,273,-400.0,200.0
2,12,,0,1797492442,1797653342,False,301,-400.0,200.0
2,13,,0,1797492442,1797492442,True,371,100.0,700.0
2,14,,0,1797492442,1797492442,True,406,100.0,700.0
2,15,,0,1797492442,1797492442,True,453,100.0,700.0
2,16,,0,1797492442,1797576042,False,217,-400.0,200.0
2,17,,0,1797492442,1797324842,False,220,-400.0,200.0
2,18,,0,1797492442,1797445642,False,305,-400.0,200.0
2,19,,0,1797492442,1797492442,True,270,100.0,700.0
2,20,,0,1797492442,1736700184,False,298,-400.0,200.0
3,1,,0,-3141666930,-3141666930,True,429,100.0,800.0
3,2,,0,-3141666930,-3142323330,False,325,-400.0,300.0
3,3,,0,-3141666930,-3141666930,True,429,100.0,300.0
3,4,,0,-3141666930,-3141687330,False,311,-400.0,-200.0
3,5,,0,-3141666930,-3141248730,False,341,-400.0,300.0
3,6,,0,-3141666930,-3142055430,False,252,-400.0,-200.0
3,7,,0,-3141666930,-3141618930,False,310,-400.0,-200.0
3,8,,0,-3141666930,-3141783330,False,217,-400.0,-200.0
3,9,,0,-3141666930,-3141678630,False,231,-400.0,-200.0
3,10,,0,-3141666930,-3141666930,True,415,100.0,800.0
3,11,,0,-3141666930,-3142018830,False,339,-400.0,-200.0
3,12,,0,-3141666930,-3141666930,True,369,100.0,300.0
3,13,,0,-3141666930,-3141666930,True,429,100.0,800.0
3,14,,0,-3141666930,-3141832530,False,362,-400.0,300.0
3,15,,0,-3141666930,-3141666930,True,488,100.0,800.0
3,16,,0,-3141666930,-3141666930,True,429,100.0,300.0
3,17,,0,-3141666930,-3141666930,True,354,100.0,300.0
3,18,,0,-3141666930,-3141544530,False,335,-400.0,-200.0
